article_id,customer_id,sales_count
108775015,01c19c0ba392de6d2bee657a616eca254d8fa6d06dde299b73d4276381b54554,1
108775015,05ea5cf0d17bbed2184071fc8c4d5ab05d597a412e68f339d6edc705dea1222d,2
108775015,0b8b3548dd63e786186c9fdc16b7c7fe25dfb662f0f33aa146fb9b8ee2a2aaef,2
108775015,146c9015572625359838a4fea0ba263d73d291d51b51a0a5d38a410bbece2f02,1
108775015,21dc541f04d2e07c098fe65c6d5de0c585dd9c15a338ca9ab876ebb126acf377,6
108775015,21f7839bc453bc42fc220ebe6cf58f2a86cc6b431a9fc6c5faaf9ced5be33fb2,1
108775015,317b4167de1372f963213eef23c883ff9ba3bdabea528ac88b32e28b82daa664,1
108775015,43efe8db05d0bbf1e55a8c955897e547ab1d50220b7763bd40973cd4452f46dc,2
108775015,456a3243990c5a47b3879b03cc48dd7841711cea3052aab6978663c91ab2153c,2
108775015,4811403fc1cd90e6a85164bfd1e3f1cb7ac0bd6d1c470c5242d39553795da32f,1
108775015,49841603f3cacf4e7275219dbda875c1226be364466887efdc9bb696060c1a25,2
108775015,4c2ecc15abea73ad7ce4cf6d1634cbca4f6327255ed9d217698fc57d8bb5c3cc,4
108775015,65d3fe53c1daab078c0f6b538cc85ee24f08aca975529191fa58960dc02c46ed,6
108775015,6699f75dc4bb992d6053c202fcf4141e1940011871b917eab74bfe559b33c5ae,1
108775015,6881f635c5be0550646522a81a07d942ee71fcf603397d7908b76b1df2298745,3
108775015,7f6001be8053c5a9936622f5997e87319ca546b768979db6ff042c14f1bf7231,1
108775015,851a88d56941fd5c43795a0f8bc1d2d04d66821e740930ae1aa6ca00f3a1b9c6,2
108775015,8d181a2a9f5d787554c95275304965fbf33edb9ee7b1f4e08fe7859198433cd2,1
108775015,8f0ab494e1a929cfeaf6ff0923c7d5014da58431c48d2cb8e2227d40453eedf9,3
108775015,95f9365a9294512718a2f21082b3829ab555b9bb3c5c4a5239f584dd6f4a8ecd,2
108775015,9dbc055471e6893cb38124538ae0b6eb09d218ad698b904ec3e0c1866b96027c,1
108775015,a4886e85c0ff159e907a4a85a5b1f9cbcfdd5a54064a4c04b629bf89677f0ced,5
108775015,a4c322f8307078cb1bda0c9f406b597b74fa96382768a51c308b99bf65217a22,3
108775015,c140410d72a41ee5e2e3ba3d7f5a860f337f1b5e41c27cf9bda5517c8774f8fa,4
108775015,d80ed4ababfa96812e22b911629e6bcbf5093769051ea447e2b696ac98a3dae9,1
108775015,da127daf3ae0a6dea1e31ad292aa1bb409eebc40dcfa47ea10149dd5ee3f8d78,1
108775015,e5ebe09835a61c34decfeba6b5331ea241d80184802acd6f5de65ba87b12f36f,1
108775015,e75142fdce4e1428b71f019ca653974ede3fca72bf565cbade1806aadd5742a1,2
108775015,f4395039b45f37db5e4bbe36d2ab1bb854a9739cd2b9a501b9523c881a095e30,1
108775015,f87820786998c4d2d501b8b0499027dbceb16d6e6ff33db102c72bfa75da8023,1
108775044,000fb6e772c5d0023892065e659963da90b1866035558ec16fca51b0dcfb7e59,3
108775044,03d0011487606c37c1b1ed147fc72f285a50c05f00b9712e0fc3da400c864296,2
108775044,0b8b3548dd63e786186c9fdc16b7c7fe25dfb662f0f33aa146fb9b8ee2a2aaef,2
108775044,0d0b3b98e8a8bab54a74b59a2aa4c2d4c6951d113c3704f94e9d8587f740dc1a,3
108775044,146c9015572625359838a4fea0ba263d73d291d51b51a0a5d38a410bbece2f02,2
108775044,21dc541f04d2e07c098fe65c6d5de0c585dd9c15a338ca9ab876ebb126acf377,4
108775044,21f7839bc453bc42fc220ebe6cf58f2a86cc6b431a9fc6c5faaf9ced5be33fb2,1
108775044,29e5dbb956e0a27c64b7aad7a6895f4f6b721d003e8cc0aa72e35c2d679f051f,2
108775044,2df54f0d0653811fe06479c93905f3e6ecc6d07edf39d8b56e5b66c86182bedf,1
108775044,317b4167de1372f963213eef23c883ff9ba3bdabea528ac88b32e28b82daa664,1
108775044,5b9273e0c51365efc941c38f522523398ae3bf5ca3092193f7f42a1ab4d7d2ab,1
108775044,5be4c9f6570efbad2a485babe01fdc67c908fcbdb5b87ee28159d88a9e181721,5
108775044,65d3fe53c1daab078c0f6b538cc85ee24f08aca975529191fa58960dc02c46ed,2
108775044,6699f75dc4bb992d6053c202fcf4141e1940011871b917eab74bfe559b33c5ae,1
108775044,699c992e34691aef660ff920348a4f1de90e1aa22c1aa440a1852cb1a95c3a43,1
108775044,7d39df7c40568a536cdc4b11895bf8802da1c28537af0d232e12246bbb1cf817,2
108775044,7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,1
108775044,85f58c5190db19ce67c804c0c5ce1c1c126c4dcf0c645d6cf463a76d6ec4e7f2,1
108775044,8d181a2a9f5d787554c95275304965fbf33edb9ee7b1f4e08fe7859198433cd2,1
108775044,8f0ab494e1a929cfeaf6ff0923c7d5014da58431c48d2cb8e2227d40453eedf9,1
108775044,9cd351f995363a07a5c219759ddffe3b627f145f76366f8797792800aeb42a96,1
108775044,9dbc055471e6893cb38124538ae0b6eb09d218ad698b904ec3e0c1866b96027c,1
108775044,b0dfeed3ede47622bc0fedb867e17e29c702b53e928eb2996e6b4d792ec96550,1
108775044,b4ce0181daae6d9753bd4f681353ff9366a9dcd0188d2d8bbaa6f7d4f3ce0e36,2
108775044,b7b6eb596ec649fcb22c18bdd03a90b71bf2953d14e3fe0e661d82690e0481e5,1
108775044,c20dbe639198b864e37c47261cfa83d66a23c4b89057fea83da1edc4180804aa,1
108775044,da127daf3ae0a6dea1e31ad292aa1bb409eebc40dcfa47ea10149dd5ee3f8d78,1
108775044,e7c0ff2f724293c09bf3ba498c8c49b001040374fab1cdf2d6fe6017de089eba,1
110065001,04a183a27a6877e560e1025216d0a3b40d88668c68366da17edfb18ed89c574c,1
110065001,1ad647cad02c69d73e593d3844ddc1a6bcb009f3e93961882bfec1869c1d55b7,2
110065001,1df07f916d7f648458702bd0b612caee88f1fb4cd1b660fc79ca0c99d27b1293,1
110065001,53de991ea89980d3f147b3080c42d47cbc0c1aa5983a137eb5890654ceb7a10c,1
110065001,5b9273e0c51365efc941c38f522523398ae3bf5ca3092193f7f42a1ab4d7d2ab,1
110065001,67931690bdf18d2e328854ae772cd5ce2505fdc11164693998b13e706db0bb56,4
110065001,7d39df7c40568a536cdc4b11895bf8802da1c28537af0d232e12246bbb1cf817,1
110065001,8a93a5ae79e56f86732f34d1e9096455fd6c23e9aab325502447307d5945e41c,1
110065002,1ad647cad02c69d73e593d3844ddc1a6bcb009f3e93961882bfec1869c1d55b7,2
110065002,8f0ab494e1a929cfeaf6ff0923c7d5014da58431c48d2cb8e2227d40453eedf9,1
110065002,f34f78504b544fdbb3c732e952a98ea44d7543b0b2ffb3ac361e97457cc664df,1
110065011,468b9e179c85451b9b4d7962efeb5c71561e38ae9e19c2e00303d28c6e6cd3f5,2
110065011,67931690bdf18d2e328854ae772cd5ce2505fdc11164693998b13e706db0bb56,2
110065011,716d31c400d20613322bf8a2ddfc621604ea9756c054de47e8220d2ad94f5e78,1
110065011,83e13368a1ab1510788b309c89e5e987f3cbf177614776a62b6ca5f7334a58ad,1
110065011,9f12a01e2982f70a820b5dd61528bf769b94c5c5e43b23704f1f654784bcda58,1
110065011,a5980b988e53ca59e5ae50af0835f2b66c231d4bac3543f9fd28cdfeb54ab4e1,1
110065011,afca0bdfe88b260ffce703979fd58c845983d91f4d99f299bb96c4af2c71a2d4,2
110065011,be1981ab818cf4ef6765b2ecaea7a2cbf14ccd6e8a7ee985513d9e8e53c6d91b,1
110065011,d977c698eb0390b03706a6eb638535937e1aa8adae401df407a90a67a4875de1,1
110065011,e34f8aa5e7c8c258523ea3e5f5f13168b6c21a9e8bffccd515dd5cef56126efb,1
110065011,f34f78504b544fdbb3c732e952a98ea44d7543b0b2ffb3ac361e97457cc664df,1
111565001,000fb6e772c5d0023892065e659963da90b1866035558ec16fca51b0dcfb7e59,1
111565001,18c3f902596a1433224e54ab47d02028993ae4a9876cc82ded9966758a5fded6,1
111565001,1a8ff5bca9a06d93488b597eaba364f4d96d936a3c96b6c6d696a5445b7dbec0,1
111565001,2df54f0d0653811fe06479c93905f3e6ecc6d07edf39d8b56e5b66c86182bedf,1
111565001,4d82ff7054d12c9d2e73d08b1383919697776ea6ec55f7bf224ae50f50311806,2
111565001,bcb5a9160cebb0e3a8390083383fc1d5cf0b64c295d9ab1978077aa9e38374e5,1
111565001,d193376eabb7659334edf3536f023197785b321a05774d3118d3f1bfda36888a,1
111586001,000fb6e772c5d0023892065e659963da90b1866035558ec16fca51b0dcfb7e59,1
111586001,62229f5710d4b8437d3fec16fa5b5b90be52c2223df6be265e765920603c2988,2
111586001,7741b42a5ed5b4d023898f19fb3317d416e69769b186f11b4c7ed8855dc21e28,1
111586001,85f58c5190db19ce67c804c0c5ce1c1c126c4dcf0c645d6cf463a76d6ec4e7f2,1
111586001,95a442fe594e0fc48f167cfa4f51ba4c54501203610d3772fdd0fb6ff7a2dc09,1
111586001,a88aad3a8b9c04bd2e26d71c95aefa4b6f473e6ca0a8f4a10dd7d66a5ce8aeb6,1
111586001,aca6da799b537fe4c951a32d815243e51bf9c106b522720dbde8aabb3ba441da,1
111586001,c8023f50f069363ae1d20ae88cb2b4b7398c75dce5641db297d7979e6311ad4b,1
111586001,d3cc9c591adf39a42fe82fe6a16acb52cd5ea0f61bcb5644f1d3a027a5814486,3
111586001,ddd3f1fef150239267448af8b98307bdb4c33ad123c01a43974db151d9c55c3d,1
111593001,000fb6e772c5d0023892065e659963da90b1866035558ec16fca51b0dcfb7e59,1
111593001,1df07f916d7f648458702bd0b612caee88f1fb4cd1b660fc79ca0c99d27b1293,9
111593001,2ad8d255cd4d5975e9ab33db290137ea022b83a23f2f34e1689c19be3c85f001,1
111593001,404fdd358ec4a1523cf5bedf2f8e78dcc527ce7de08bab657c13f35a19b5a3a4,7
111593001,456a3243990c5a47b3879b03cc48dd7841711cea3052aab6978663c91ab2153c,2
111593001,4811403fc1cd90e6a85164bfd1e3f1cb7ac0bd6d1c470c5242d39553795da32f,1
111593001,4a8be1df5f257d049cce39cb669aab869980b13e93482be4351a33a8eb4fbf6b,1
111593001,4e57c43d931e365659f756e5b173b79b9fdc8cbc6a5eab239bd4af7e4d344f96,4
111593001,4ee54b1f49d611bd439994603319ba46609e0f65fdebdbbdfc35d3356f710a2f,23
111593001,50af45cb4bebd32c0691313834c13faf665b9bfa70160ef224d029ea6b0b0cc1,1
111593001,55d15396193dfd45836af3a6269a079efea339e875eff42cc0c228b002548a9d,1
111593001,6eb92e228575405baefe77d645a8533c9c685c506934f8b1c9d8de380b93c845,1
111593001,7496a1027c28e91c777c936cdbc7854e794b43db0abefb21bb5dc15d31a3e1e5,1
111593001,7741b42a5ed5b4d023898f19fb3317d416e69769b186f11b4c7ed8855dc21e28,1
