,t_dat,customer_id,article_id,price,sales_channel_id
12475855,2019-06-23,c8155fb4e1f104e520e3f30b712ece34bef833e41cc53048467692a719944c52,570004065,0.0089152542372881,2
21457674,2020-01-20,0b62dee344a0500f75bd0912c3c592c67f828d7bc489d7de66b293d428b57f8b,854365002,0.0338813559322033,2
14086478,2019-07-19,0af9f78abedcbac8a910cb64450bb1402da536fd91b8dbd57519bdcb8d10ad9f,769434002,0.0050677966101694,2
10162416,2019-05-12,eb3d3c663d8cedb18d923e7d671f037b131ef7355f6a8d44e4f91c5690924b5e,579541004,0.0169322033898305,2
28457956,2020-07-01,f3a6289e27045c2ebd17e8a7c4082a7fdbb8b779dbf6890663e718255c0d614e,810419001,0.0118474576271186,1
22840961,2020-02-28,d5a9a249416572db5b25365285a8e43250443d515b441cefeb4bc639fdac9540,789689004,0.0593050847457627,2
21690082,2020-01-26,9a59019e8a8c2682a88972db7a8637db360d85042df05c99af6725bd9b48d135,823382002,0.0101525423728813,2
17821550,2019-10-12,00ae90f303ff3407777bc6d00ce28b4b6ce4ace5e4a504c5888c2a48d161c95e,785197001,0.0423559322033898,2
3931131,2018-12-20,44a027dfb6ec34611ef6e739623eca46a3207c078891d43a96a7d9e3375511ca,622743001,0.0220169491525423,2
9737302,2019-05-03,163c3a93126818597eb9ebbb0156d42dc82ccc6c688fa1760562c5db5f2266a1,537612023,0.0169322033898305,2
20953232,2020-01-04,ecd92a2588f41de397782f203dcfb47ef24822b3da64add033e24a2638ce69fb,714927003,0.0343050847457627,2
716859,2018-10-04,230556b5eb3b70c72f0d084d679cf7fba11384e5be5d591df95c5c27eeeeaac2,550285003,0.0593050847457627,2
23305607,2020-03-11,58454a2388fdccc2c6bb2214ebccdbef212c8fa5ad8b6e7f68f523bf18412f66,685816008,0.0081016949152542,1
4637650,2019-01-06,bbe1089884d17bcddb2650b4fe5b009b82ec196d9ccc917c95b2e772fab788de,382468007,0.0338813559322033,2
18554892,2019-11-02,dcacc3a8c0701abf5987e56c38197ff20ea61fce543b22a9af802aefa229fa19,815276001,0.0508305084745762,2
10672766,2019-05-23,8bb843c6a624b03a0eef36c4a0464bcfb5a6e275cda3bc693ea7261a18eaf832,733441002,0.0508305084745762,2
30830663,2020-08-27,e4c9cd5e7f9f3367626b9cd533f482c5cd3fe75601ffec87b224506814ccdaf2,862271003,0.0304915254237288,2
8568438,2019-04-10,1f868a29941245f93d2b2ec8eb34c22403be2ac8abc82db9741c968a385b96e7,699077006,0.0169322033898305,2
5697970,2019-02-01,8f547e1fe3ab45c925dee3d174949dd4b6b1ba4f23964814d49c665af0b47b16,667499004,0.0254067796610169,1
17279870,2019-09-29,28e8728582284baed1f5b7b606bc554c3e38cdeaf73439e22fba4bc379eb9223,739348005,0.0254067796610169,1
14266401,2019-07-22,94b6c080022197d0ce4603b1f36644ad953bf006a6b4e241f7688c4b6a61656c,684341001,0.0101525423728813,2
15809655,2019-08-22,bb5a254b47199ff4470ed4cf9b6dacf7490c6388a6989762613c3686f698a7fa,737040012,0.0254067796610169,1
359902,2018-09-28,2d01d86470fd6ac8010a9a3b4953ad22ccafe276109253a6daf1d76c89000f21,432566004,0.0075084745762711,2
17410050,2019-10-02,61f99a0d9b25f564765fb0e17fd5a0ddc2256053aeef57b2aeb7ac92e67c52a2,399087029,0.0338813559322033,2
20149058,2019-12-15,35d6888e858db042e38b3d741ee77d3803d6db611ae7e72ae15affa4c22e68ef,865202002,0.0152372881355932,1
7502656,2019-03-17,ce2385bb47a3e0a3385102932e2cdc6c82d377bbe2d09e4ff1f4ec95ab669edd,696084001,0.0146101694915254,2
22405396,2020-02-16,2035948519eacf7d3687774b0e8bccf129b9edcf64c3d210556b0d7c92000ecb,699923008,0.0169322033898305,2
24748726,2020-04-17,3a1c1a2ef99706e24c97621f148ee85c93791d4885ec2504178edbdaafec5dbe,824999001,0.0169322033898305,2
16169958,2019-09-02,9054ab1e0d1bc31fc8dd8fb588313d410b3f5af63385b0e09e9bbde49ecd0cc0,783850002,0.0508305084745762,2
30837731,2020-08-28,0feafc06f28e4d5cd516e624d1e4dd1d90897ec25826136503ccf512166b6df9,705979002,0.0158474576271186,1
14968347,2019-08-03,3fd4441c353e7b136fff623604e288d599145a970e348c8e7d3d8a020f34ea6d,762212001,0.0338813559322033,2
4939090,2019-01-13,5e643a5db70d039acf0d179982f4792fd5921692a2e427b9a5316eb9dc4b3ad1,603583004,0.0254067796610169,2
14561044,2019-07-26,4c1eea8109d44354825acc7f0c23788c4f68b79456ccf5becc8ac940800fab12,774010001,0.0338813559322033,2
15127931,2019-08-07,0c06242473675978becbff349b4a80e71e58e0d9a5e4c5013a5f61fda0319065,692721002,0.0152372881355932,2
11367482,2019-06-04,d52c3dfe44f0faeac4ef9e821fb30790914c23ca6d1b2a3b7d8a3f8024d05eaf,659670001,0.0135423728813559,2
31201594,2020-09-06,876964922eb8ff529620ad2d3c6650d9390ab4309ec31cf93a4b0f0c7e70699c,767862005,0.0142203389830508,2
1141683,2018-10-13,dd5df372a57a60d2807cb54da8881d253905e0dd7b5f0e818215db16a0983a35,120129001,0.0169322033898305,2
1860919,2018-10-28,eebb61d6eae95375b52e575f467e4522536f7ba331e8a6a1d8f69c26c8c0998e,639530001,0.008457627118644,2
